"Inclui transações da Amazon Marketplace, Fulfillment by Amazon (FBA), e Amazon Webstore"
"7 de abr. de 2026 07:25:52 GMT-7","26219047571","Pedido","701-3105777-0704238","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Niterói","RJ","24360","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","15 de abr. de 2026 08:38:52 GMT-7"
"7 de abr. de 2026 07:28:34 GMT-7","26175647941","Pedido","702-8247649-9650653","MFS-0023+A","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Azul)","1","amazon.com.br","Visa Crédito","Amazon","Cabo Frio","RJ","28908","39,97","8,90","0","-8,90","0","-5,60","-5,00","0","0","29,37","Diferido",
"7 de abr. de 2026 08:59:50 GMT-7","26218266861","Pedido","701-5150624-0319403","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Visa Crédito","Amazon","São Paulo","SP","04205","39,97","0","0","0","0","-5,60","-5,00","0","0","29,37","Liberado","15 de abr. de 2026 07:25:31 GMT-7"
"7 de abr. de 2026 11:55:40 GMT-7","26219047571","Pedido","702-0080023-7388211","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Francisco Morato","SP","07945","39,97","0","0","-4,00","0","-5,04","-5,00","0","0","25,93","Liberado","15 de abr. de 2026 08:51:47 GMT-7"
"7 de abr. de 2026 18:49:09 GMT-7","26263331071","Pedido","702-1861361-3329005","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Pindamonhangaba","SP","12420","76,99","0","0","0","0","-9,24","-5,00","0","0","62,75","Liberado","16 de abr. de 2026 06:17:49 GMT-7"
"8 de abr. de 2026 06:40:34 GMT-7","26176528901","Pedido","701-9006401-9713006","MFS-0032","Conjunto 6 Potes de Vidro 350ml Nadir Figueredo","1","amazon.com.br","Elo","Amazon","Imperatriz","MA","65903","59,99","0,15","0","-0,15","0","-7,20","-5,00","0","0","47,79","Diferido",
"8 de abr. de 2026 07:03:11 GMT-7","26176089791","Pedido","702-5947797-3226645","MFS-0023+A","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Azul)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São José","SC","88102","34,97","3,82","0","-3,82","0","-4,90","-5,00","0","0","25,07","Diferido",
"8 de abr. de 2026 07:03:11 GMT-7","26176089791","Pedido","702-5947797-3226645","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São José","SC","88102","35,99","3,81","0","-3,81","0","-5,04","-5,00","0","0","25,95","Diferido",
"8 de abr. de 2026 08:55:35 GMT-7","26263331071","Pedido","701-6865544-0177856","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Visa Crédito","Amazon","São Paulo","SP","04205","39,97","0","0","0","0","-5,60","-5,00","0","0","29,37","Liberado","16 de abr. de 2026 01:00:11 GMT-7"
"8 de abr. de 2026 12:30:25 GMT-7","26176089791","Taxa de Estoque FBA","","","Frete da transportadora parceira da Amazon de FBA","","Amazon.com.br","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","0","0","Liberado","8 de abr. de 2026 12:30:25 GMT-7"
"8 de abr. de 2026 15:43:59 GMT-7","26175647941","Transferir","","","Conta bancária com final: 964","","","Visa Crédito","","","","","0","0","0","0","0","0","0","0","-736,68","-736,68","Liberado","8 de abr. de 2026 15:43:59 GMT-7"
"8 de abr. de 2026 15:49:45 GMT-7","26176089791","Transferir","","","Conta bancária com final: 964","","","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","-955,14","-955,14","Liberado","8 de abr. de 2026 15:49:45 GMT-7"
"8 de abr. de 2026 15:50:34 GMT-7","26176528901","Transferir","","","Conta bancária com final: 964","","","Elo","","","","","0","0","0","0","0","0","0","0","-145,31","-145,31","Liberado","8 de abr. de 2026 15:50:34 GMT-7"
"8 de abr. de 2026 15:52:15 GMT-7","26176688371","Transferir","","","Conta bancária com final: 964","","","Boleto","","","","","0","0","0","0","0","0","0","0","-496,10","-496,10","Liberado","8 de abr. de 2026 15:52:15 GMT-7"
"8 de abr. de 2026 17:08:07 GMT-7","26263331071","Pedido","702-5367237-5181024","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Campina Grande","PB","58402","76,99","0","0","0","0","-9,24","-5,00","0","0","62,75","Liberado","16 de abr. de 2026 07:47:29 GMT-7"
"8 de abr. de 2026 20:48:39 GMT-7","26175647941","Pedido","702-4311273-9325801","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","São Paulo","SP","05131","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Diferido",
"8 de abr. de 2026 22:31:09 GMT-7","26175647941","Pedido","702-0488609-1961040","MFS-0023+R","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Rosa)","1","amazon.com.br","Visa Crédito","Amazon","Brasília","DF","72410","34,99","0","0","0","0","-4,90","-5,00","0","0","25,09","Diferido",
"9 de abr. de 2026 06:35:40 GMT-7","26176688371","Pedido","702-7972175-5045009","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","2","amazon.com.br","Boleto","Amazon","Três Corações","MG","37417","155,94","2,93","0","-2,93","0","-18,72","-10,00","0","0","127,22","Diferido",
"9 de abr. de 2026 08:07:55 GMT-7","26176089791","Taxa de Estoque FBA","","","Frete da transportadora parceira da Amazon de FBA","","Amazon.com.br","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","0","0","Liberado","9 de abr. de 2026 08:07:55 GMT-7"
"9 de abr. de 2026 09:08:40 GMT-7","26176688371","Pedido","702-0985387-8670622","MFS-0033","Kit 12 Tigelas Americano Nadir 350ml com Tampas Sortidas","1","amazon.com.br","Boleto","Amazon","Macapá","AP","68909","104,97","2,75","0","-2,75","0","-14,17","0","0","0","90,80","Diferido",
"9 de abr. de 2026 10:39:21 GMT-7","26176089791","Pedido","701-0320002-3109804","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Brasília","DF","70686","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Diferido",
"9 de abr. de 2026 12:30:08 GMT-7","26176089791","Pedido","701-1129689-0864240","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Fortaleza","CE","60541","78,97","8,90","0","-8,90","0","-9,48","-5,00","0","0","64,49","Diferido",
"9 de abr. de 2026 12:31:23 GMT-7","26176688371","Pedido","702-1597722-6283443","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Boleto","Amazon","São Pedro da Aldeia","RJ","28940","76,99","0","0","0","0","-9,24","-5,00","0","0","62,75","Diferido",
"9 de abr. de 2026 14:12:17 GMT-7","26176089791","Pedido","702-9158079-8722627","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Fortaleza","CE","60175","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Diferido",
"9 de abr. de 2026 16:12:12 GMT-7","26176089791","Reembolso","702-6040309-9121856","MFS-0030","Campainha Residencial Com Camera E Audio Video Voz E Visual Wi-fi Wirelles Sem Fio Com Visão Noturna À Prova D'água Via Celular","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Barra dos Coqueiros","SE","49142","-65,99","-2,82","0","2,82","0","5,81","0","0","0","-60,18","Liberado","10 de abr. de 2026 06:12:07 GMT-7"
"9 de abr. de 2026 18:37:57 GMT-7","26176688371","Pedido","702-3934534-2670642","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","Belo Horizonte","MG","31910","78,97","6,09","0","-6,09","0","-9,48","-5,00","0","0","64,49","Diferido",
"9 de abr. de 2026 19:48:09 GMT-7","26176089791","Pedido","701-1111209-1043424","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Belo Horizonte","MG","30140","39,97","0","0","0","0","-5,60","-5,00","0","0","29,37","Diferido",
"9 de abr. de 2026 20:43:24 GMT-7","26176688371","Pedido","701-0541897-5667445","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Boleto","Amazon","Campinas","SP","13084","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
"10 de abr. de 2026 10:52:11 GMT-7","26219047571","Pedido","702-5398655-0434618","MFS-0023+A","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Azul)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Jaboatão dos Guararapes","PE","54420","39,97","0","0","-4,00","0","-5,04","-5,00","0","0","25,93","Diferido",
"10 de abr. de 2026 11:19:12 GMT-7","26219047571","Taxa de serviço","","","Cadastro","","Amazon.com.br","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","0","0","Liberado","10 de abr. de 2026 11:19:12 GMT-7"
"10 de abr. de 2026 14:03:39 GMT-7","26110232581","Pedido","701-1083169-4925815","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Amex","Amazon","Sao paulo","Sao paulo","04530","31,97","4,45","0","-4,45","0","-9,60","-5,00","0","0","17,37","Diferido",
"10 de abr. de 2026 14:03:39 GMT-7","26110232581","Pedido","701-1083169-4925815","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Amex","Amazon","Sao paulo","Sao paulo","04530","31,97","4,45","0","-4,45","0","0","-5,00","0","0","26,97","Diferido",
"10 de abr. de 2026 19:43:04 GMT-7","26219047571","Pedido","701-4904902-0024228","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Curitiba","PR","81540","78,97","0","0","0","0","-9,48","-5,00","0","0","64,49","Diferido",
"11 de abr. de 2026 05:53:52 GMT-7","26219047571","Pedido","702-5942326-3717057","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","04349","39,97","0","0","-4,00","0","-5,04","-5,00","0","0","25,93","Diferido",
"11 de abr. de 2026 06:23:14 GMT-7","26218629861","Pedido","701-7055179-7052243","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","GOIANIA","GO","74840","78,97","8,90","0","-8,90","0","-9,48","-5,00","0","0","64,49","Diferido",
"11 de abr. de 2026 19:40:40 GMT-7","26219047571","Pedido","701-0965431-2976218","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Dois Irmãos","RS","93950","76,99","0","0","0","0","-9,24","-5,00","0","0","62,75","Diferido",
"11 de abr. de 2026 23:52:36 GMT-7","26218266861","Pedido","701-9084633-5454650","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","2","amazon.com.br","Visa Crédito","Amazon","Bom Jesus","GO","75570","157,94","0","0","0","0","-18,96","-10,00","0","0","128,98","Diferido",
"12 de abr. de 2026 00:23:52 GMT-7","26219058471","Pedido","702-5937799-5728259","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Elo","Amazon","Aracaju","SE","49052","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
"12 de abr. de 2026 12:17:05 GMT-7","26219047571","Pedido","701-3191030-3865842","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Maringá","PR","87020","39,97","0","0","0","0","-5,60","-5,00","0","0","29,37","Diferido",
"12 de abr. de 2026 12:22:56 GMT-7","26218266861","Pedido","702-4776170-7464239","MFS-0012","Misturador Bebidas Mini Mixer Elétrico Portátil para Café Ovos Fuê 3 Velocidades Batedor Recarregável Premium Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Santos","SP","11015","35,97","0","0","0","0","-4,32","-5,00","0","0","26,65","Diferido",
"12 de abr. de 2026 14:14:28 GMT-7","26218266861","Pedido","701-8469972-9819465","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Visa Crédito","Amazon","Maracanaú","CE","61912","39,97","0","0","0","0","-5,60","-5,00","0","0","29,37","Diferido",
"12 de abr. de 2026 16:23:31 GMT-7","26218266861","Pedido","701-9161409-6632214","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Visa Crédito","Amazon","Jataí","GO","75804","39,97","0","0","0","0","-11,20","-5,00","0","0","23,77","Diferido",
"12 de abr. de 2026 16:23:31 GMT-7","26218266861","Pedido","701-9161409-6632214","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Visa Crédito","Amazon","Jataí","GO","75804","39,97","0","0","0","0","0","-5,00","0","0","34,97","Diferido",
"12 de abr. de 2026 17:22:59 GMT-7","26219047571","Pedido","701-8515591-1792209","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Manaus","AM","69054","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
"12 de abr. de 2026 18:47:18 GMT-7","26218266861","Pedido","701-2861392-7025008","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Maceió","AL","57051","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
"12 de abr. de 2026 19:35:00 GMT-7","26219047571","Pedido","701-2437655-3934604","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Manaus","AM","69018","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
"12 de abr. de 2026 20:39:37 GMT-7","26218266861","Pedido","702-4395334-5143422","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","São Paulo","SP","05008","78,97","0","0","0","0","-9,48","-5,00","0","0","64,49","Diferido",
"12 de abr. de 2026 20:47:05 GMT-7","26219047571","Pedido","702-2854558-0062653","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","03080","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
"12 de abr. de 2026 22:47:39 GMT-7","26219047571","Ajuste","","MFS-0027","Reembolso de Estoque FBA - Danificado:Depósito","1","","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","56,57","56,57","Liberado","12 de abr. de 2026 22:47:39 GMT-7"
"13 de abr. de 2026 07:27:47 GMT-7","26218266861","Pedido","701-6081084-1319402","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","João Pessoa","PB","58042","78,97","0","0","0","0","-9,48","-5,00","0","0","64,49","Diferido",
"13 de abr. de 2026 11:48:15 GMT-7","26218629861","Pedido","702-6676788-1298628","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","São Paulo","SP","02234","78,97","0","0","0","0","-9,48","-5,00","0","0","64,49","Diferido",
"13 de abr. de 2026 15:45:01 GMT-7","26219058471","Transferir","","","Conta bancária com final: 964","","","Elo","","","","","0","0","0","0","0","0","0","0","-50,43","-50,43","Liberado","13 de abr. de 2026 15:45:01 GMT-7"
"13 de abr. de 2026 15:46:38 GMT-7","26218629861","Transferir","","","Conta bancária com final: 964","","","Boleto","","","","","0","0","0","0","0","0","0","0","-623,39","-623,39","Liberado","13 de abr. de 2026 15:46:38 GMT-7"
"13 de abr. de 2026 15:46:44 GMT-7","26219047571","Transferir","","","Conta bancária com final: 964","","","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","-1.060,36","-1.060,36","Liberado","13 de abr. de 2026 15:46:44 GMT-7"
"13 de abr. de 2026 15:46:45 GMT-7","26218266861","Transferir","","","Conta bancária com final: 964","","","Visa Crédito","","","","","0","0","0","0","0","0","0","0","-966,59","-966,59","Liberado","13 de abr. de 2026 15:46:45 GMT-7"
"13 de abr. de 2026 18:53:44 GMT-7","26218266861","Pedido","702-9830608-5564240","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Suzano","SP","08630","78,97","0","0","0","0","-9,48","-5,00","0","0","64,49","Diferido",
"14 de abr. de 2026 04:34:44 GMT-7","26218266861","Pedido","701-4072713-4466611","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","João Pessoa","Paraíba","58039","78,97","8,90","0","-8,90","0","-9,48","-5,00","0","0","64,49","Diferido",
"14 de abr. de 2026 10:28:09 GMT-7","26219047571","Pedido","701-9988592-6197004","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Brasília","DF","71681","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
"14 de abr. de 2026 22:31:17 GMT-7","26219047571","Pedido","701-0179498-5122625","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Luziânia","GO","72805","39,97","0","0","0","0","-5,60","-5,00","0","0","29,37","Diferido",
"14 de abr. de 2026 22:34:02 GMT-7","26218629861","Pedido","701-2622487-6631459","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","Fortaleza","CE","60415","78,97","8,90","0","-8,90","0","-9,48","-5,00","0","0","64,49","Diferido",
"14 de abr. de 2026 23:31:33 GMT-7","26219047571","Taxa de Estoque FBA","26041212ML","","Tarifa de devolução de inventário pela Amazon","","Amazon.com.br","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","-0,99","-0,99","Liberado","14 de abr. de 2026 23:31:33 GMT-7"
"15 de abr. de 2026 00:30:47 GMT-7","26218629861","Pedido","701-3760402-5326610","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Boleto","Amazon","São José do Rio Preto","SP","15014","69,29","8,90","0","-8,90","0","-8,31","-5,00","0","0","55,98","Diferido",
"15 de abr. de 2026 01:02:29 GMT-7","26218629861","Pedido","701-7002829-8793017","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Boleto","Amazon","Londrina","PR","86063","39,97","0","0","0","0","-5,60","-5,00","0","0","29,37","Diferido",
"15 de abr. de 2026 11:37:39 GMT-7","26219047571","Pedido","702-8580575-1279434","MFS-0030","Campainha Residencial Com Camera E Audio Video Voz E Visual Wi-fi Wirelles Sem Fio Com Visão Noturna À Prova D'água Via Celular","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Paraipaba","CE","62685","65,99","0","0","0","0","-7,26","-5,00","0","0","53,73","Diferido",
"15 de abr. de 2026 14:44:06 GMT-7","26262885491","Taxa de Estoque FBA","26041212ML","","Tarifa de devolução de inventário pela Amazon","","Amazon.com.br","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","-1,98","-1,98","Liberado","15 de abr. de 2026 14:44:06 GMT-7"
"15 de abr. de 2026 16:40:18 GMT-7","26262885491","Pedido","701-0887881-4135419","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","João Pessoa","PB","58037","69,29","0","0","0","0","-8,31","-5,00","0","0","55,98","Diferido",
